Age,Gender,Country,Formal_Education,Position,Years_Coding,Salary
42.0,Male,Russia,Some college/university study without earning a bachelor’s degree,Software Engineer,2.0,17499.5
64.5,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,20.0,44999.5
37.0,Male,Ukraine,Doctoral degree,Statistician,10.0,17499.5
37.0,Male,Austria,Doctoral degree,Research Scientist,20.0,54999.5
23.0,Male,France,Master’s degree,Data Scientist,5.0,4499.5
32.0,Male,India,Master’s degree,Data Scientist,10.0,34999.5
42.0,Male,United States of America,Doctoral degree,Software Engineer,20.0,400000.0
37.0,Male,Turkey,Bachelor’s degree,Software Engineer,5.0,2499.5
32.0,Male,Russia,No formal education past high school,Software Engineer,5.0,12499.5
32.0,Male,Other,Doctoral degree,Product/Project Manager,5.0,17499.5
32.0,Male,India,Master’s degree,Software Engineer,2.0,54999.5
23.0,Female,Australia,Bachelor’s degree,Data Analyst,5.0,44999.5
47.0,Male,France,Master’s degree,Data Scientist,20.0,44999.5
42.0,Male,Singapore,Doctoral degree,Data Scientist,20.0,17499.5
32.0,Female,India,Master’s degree,Other,2.0,17499.5
32.0,Male,Singapore,Master’s degree,Data Scientist,20.0,74999.5
32.0,Male,Japan,Doctoral degree,Data Scientist,10.0,54999.5
52.0,Male,Spain,Doctoral degree,Research Scientist,20.0,54999.5
37.0,Male,Germany,Master’s degree,Data Engineer,20.0,84999.5
27.0,Male,Italy,Doctoral degree,Research Scientist,2.0,17499.5
32.0,Male,South Africa,Bachelor’s degree,Data Analyst,10.0,64999.5
47.0,Male,India,Master’s degree,Product/Project Manager,10.0,44999.5
57.0,Male,India,Doctoral degree,Other,0.0,17499.5
32.0,Male,South Africa,Master’s degree,Data Scientist,10.0,84999.5
23.0,Male,Other,Bachelor’s degree,Data Scientist,5.0,22499.5
47.0,Male,Saudi Arabia,Bachelor’s degree,Data Scientist,5.0,64999.5
42.0,Male,Denmark,Master’s degree,Business Analyst,20.0,64999.5
27.0,Male,South Africa,Bachelor’s degree,Product/Project Manager,5.0,44999.5
32.0,Male,China,Bachelor’s degree,Business Analyst,5.0,1499.5
52.0,Male,Turkey,Master’s degree,Product/Project Manager,5.0,44999.5
27.0,Male,India,Bachelor’s degree,Software Engineer,2.0,1499.5
42.0,Male,India,Doctoral degree,Research Scientist,2.0,17499.5
52.0,Male,Turkey,Doctoral degree,Data Scientist,20.0,54999.5
27.0,Male,Malaysia,Master’s degree,Software Engineer,5.0,12499.5
27.0,Male,India,Doctoral degree,Research Scientist,5.0,6249.5
37.0,Male,India,Master’s degree,Data Scientist,20.0,17499.5
27.0,Male,India,Master’s degree,Data Scientist,2.0,8749.5
23.0,Male,India,Master’s degree,Research Scientist,2.0,27499.5
64.5,Male,Australia,Some college/university study without earning a bachelor’s degree,Business Analyst,20.0,54999.5
37.0,Male,Singapore,Bachelor’s degree,Other,2.0,54999.5
32.0,Male,Italy,I prefer not to answer,Data Scientist,10.0,44999.5
37.0,Female,Canada,Doctoral degree,Research Scientist,20.0,174999.5
52.0,Male,Germany,Doctoral degree,Other,10.0,224999.5
37.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Product/Project Manager,5.0,137499.5
23.0,Female,Russia,Master’s degree,Data Scientist,2.0,17499.5
52.0,Male,Belgium,Master’s degree,Other,5.0,84999.5
32.0,Male,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,2.0,44999.5
42.0,Male,Nigeria,Bachelor’s degree,Other,0.0,22499.5
27.0,Male,United States of America,Master’s degree,Data Scientist,2.0,137499.5
42.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,10.0,112499.5
42.0,Male,United States of America,Master’s degree,Software Engineer,20.0,112499.5
32.0,Male,Kenya,Bachelor’s degree,Data Scientist,5.0,27499.5
32.0,Male,India,Master’s degree,Data Scientist,5.0,17499.5
23.0,Male,Other,Bachelor’s degree,Statistician,2.0,3499.5
23.0,Male,Poland,Master’s degree,Software Engineer,5.0,17499.5
47.0,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Software Engineer,20.0,112499.5
27.0,Male,South Africa,Bachelor’s degree,Data Scientist,2.0,2499.5
42.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Other,2.0,112499.5
37.0,Male,Russia,Master’s degree,Data Scientist,5.0,34999.5
27.0,Male,China,Master’s degree,Software Engineer,2.0,44999.5
42.0,Male,Spain,Professional degree,Research Scientist,20.0,64999.5
32.0,Male,India,Master’s degree,Data Analyst,5.0,12499.5
27.0,Male,Belarus,Bachelor’s degree,Software Engineer,2.0,44999.5
32.0,Male,Netherlands,Master’s degree,Data Scientist,10.0,64999.5
32.0,Male,Italy,Doctoral degree,Data Scientist,20.0,44999.5
37.0,Male,India,Master’s degree,Product/Project Manager,10.0,27499.5
47.0,Male,India,Professional degree,Data Scientist,5.0,34999.5
32.0,Male,Turkey,Master’s degree,Data Scientist,10.0,12499.5
37.0,Male,Greece,Master’s degree,Data Scientist,20.0,2499.5
27.0,Male,Turkey,Master’s degree,Data Scientist,2.0,17499.5
52.0,Male,France,Master’s degree,Software Engineer,20.0,54999.5
52.0,Male,Spain,Doctoral degree,Product/Project Manager,2.0,54999.5
27.0,Male,Turkey,Bachelor’s degree,Software Engineer,10.0,12499.5
27.0,Male,Spain,Bachelor’s degree,Data Engineer,10.0,34999.5
42.0,Prefer not to say,Denmark,I prefer not to answer,Data Scientist,20.0,64999.5
23.0,Female,India,Professional degree,Business Analyst,5.0,8749.5
42.0,Male,United States of America,Master’s degree,Data Scientist,10.0,137499.5
52.0,Male,Netherlands,Master’s degree,Other,20.0,74999.5
27.0,Male,India,Master’s degree,Software Engineer,10.0,112499.5
27.0,Male,Spain,Master’s degree,Data Scientist,5.0,44999.5
52.0,Male,Norway,Doctoral degree,Research Scientist,20.0,137499.5
37.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,10.0,137499.5
37.0,Male,Austria,Doctoral degree,Statistician,10.0,94999.5
57.0,Male,Italy,Some college/university study without earning a bachelor’s degree,Product/Project Manager,20.0,44999.5
37.0,Male,Belgium,Bachelor’s degree,Software Engineer,2.0,54999.5
52.0,Male,Italy,Master’s degree,Data Analyst,20.0,34999.5
27.0,Male,Italy,Master’s degree,Data Scientist,2.0,27499.5
32.0,Male,India,Doctoral degree,Data Scientist,10.0,8749.5
32.0,Male,France,Master’s degree,Data Analyst,5.0,27499.5
42.0,Male,India,Doctoral degree,Research Scientist,5.0,22499.5
23.0,Male,Turkey,Master’s degree,Data Scientist,5.0,12499.5
32.0,Prefer not to say,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,20.0,44999.5
42.0,Male,India,Master’s degree,Data Engineer,2.0,2499.5
27.0,Male,India,Master’s degree,Product/Project Manager,2.0,17499.5
37.0,Male,India,Master’s degree,Data Analyst,20.0,22499.5
27.0,Male,India,Bachelor’s degree,Business Analyst,5.0,17499.5
32.0,Male,Turkey,Bachelor’s degree,Data Analyst,20.0,17499.5
27.0,Male,Germany,Master’s degree,Product/Project Manager,0.0,44999.5
32.0,Male,Russia,Doctoral degree,Product/Project Manager,10.0,64999.5
42.0,Male,"Iran, Islamic Republic of...",Doctoral degree,Data Scientist,5.0,4499.5
37.0,Male,Spain,Master’s degree,Data Analyst,2.0,44999.5
23.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,5.0,54999.5
23.0,Male,Greece,Master’s degree,Data Scientist,2.0,12499.5
23.0,Male,Pakistan,Bachelor’s degree,Data Analyst,2.0,1499.5
42.0,Male,Austria,Doctoral degree,Data Scientist,10.0,174999.5
37.0,Male,Spain,Doctoral degree,Data Scientist,20.0,84999.5
37.0,Male,Nigeria,Bachelor’s degree,Other,2.0,34999.5
57.0,Male,Other,Master’s degree,Data Analyst,5.0,27499.5
27.0,Male,Sweden,Bachelor’s degree,Data Scientist,5.0,4499.5
37.0,Male,France,Master’s degree,Data Scientist,5.0,112499.5
37.0,Male,United States of America,Bachelor’s degree,Data Scientist,10.0,174999.5
37.0,Male,Netherlands,Master’s degree,Other,20.0,112499.5
37.0,Male,Ireland,Master’s degree,Data Analyst,2.0,54999.5
64.5,Male,Italy,Master’s degree,Other,2.0,64999.5
27.0,Male,Russia,Master’s degree,Data Analyst,5.0,44999.5
32.0,Male,Austria,Doctoral degree,Data Scientist,10.0,74999.5
32.0,Male,Romania,Doctoral degree,Software Engineer,10.0,94999.5
64.5,Male,Taiwan,Doctoral degree,Research Scientist,20.0,6249.5
37.0,Male,China,Doctoral degree,Research Scientist,20.0,274999.5
37.0,Male,India,Master’s degree,Data Scientist,10.0,27499.5
37.0,Male,Italy,Doctoral degree,Data Scientist,20.0,34999.5
47.0,Male,Spain,Doctoral degree,Research Scientist,10.0,137499.5
27.0,Male,Germany,Master’s degree,Software Engineer,2.0,22499.5
42.0,Male,Italy,Doctoral degree,Data Scientist,10.0,34999.5
52.0,Male,France,Doctoral degree,Data Scientist,20.0,34999.5
37.0,Male,Other,Master’s degree,DBA/Database Engineer,2.0,17499.5
57.0,Male,Ireland,Master’s degree,Data Analyst,2.0,74999.5
27.0,Male,India,Master’s degree,Research Scientist,5.0,34999.5
42.0,Male,India,Master’s degree,Data Scientist,10.0,34999.5
52.0,Male,United States of America,Bachelor’s degree,Other,10.0,137499.5
27.0,Male,France,Master’s degree,Other,5.0,8749.5
27.0,Male,France,Master’s degree,Data Analyst,10.0,44999.5
32.0,Female,Turkey,Doctoral degree,Research Scientist,5.0,1499.5
32.0,Female,Portugal,Doctoral degree,Data Scientist,10.0,34999.5
23.0,Male,Spain,Bachelor’s degree,Data Scientist,5.0,22499.5
42.0,Male,Other,Bachelor’s degree,Other,20.0,54999.5
52.0,Male,Spain,Doctoral degree,Statistician,20.0,84999.5
37.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,174999.5
42.0,Male,Russia,Master’s degree,Data Analyst,5.0,34999.5
32.0,Male,Spain,Doctoral degree,Data Scientist,10.0,34999.5
42.0,Male,India,Master’s degree,Other,5.0,4499.5
47.0,Male,Australia,Bachelor’s degree,Other,5.0,224999.5
42.0,Male,France,Master’s degree,Software Engineer,20.0,94999.5
32.0,Male,France,Master’s degree,Data Scientist,10.0,64999.5
23.0,Male,Russia,Some college/university study without earning a bachelor’s degree,Product/Project Manager,2.0,8749.5
47.0,Male,Spain,Master’s degree,Software Engineer,2.0,54999.5
27.0,Male,Spain,Master’s degree,Research Scientist,2.0,12499.5
32.0,Male,Russia,Master’s degree,Data Scientist,2.0,2499.5
32.0,Male,Italy,Master’s degree,Research Scientist,5.0,1499.5
27.0,Male,Nigeria,Bachelor’s degree,Data Scientist,2.0,8749.5
32.0,Male,India,Professional degree,Data Scientist,10.0,54999.5
32.0,Male,Ukraine,Master’s degree,DBA/Database Engineer,10.0,17499.5
37.0,Male,Ukraine,No formal education past high school,Data Scientist,10.0,34999.5
23.0,Female,Netherlands,Master’s degree,Software Engineer,10.0,34999.5
27.0,Male,Belarus,Master’s degree,Data Scientist,5.0,44999.5
32.0,Prefer not to say,Belgium,Master’s degree,Software Engineer,5.0,54999.5
23.0,Male,Spain,Bachelor’s degree,Software Engineer,2.0,3499.5
27.0,Male,Spain,Doctoral degree,Data Scientist,10.0,44999.5
37.0,Male,Russia,Bachelor’s degree,Software Engineer,10.0,27499.5
42.0,Male,Turkey,Bachelor’s degree,Data Engineer,20.0,64999.5
27.0,Male,Kenya,Master’s degree,Research Scientist,5.0,12499.5
37.0,Female,Turkey,Master’s degree,Data Scientist,20.0,174999.5
42.0,Male,France,Master’s degree,Software Engineer,20.0,94999.5
52.0,Male,India,Master’s degree,Product/Project Manager,20.0,112499.5
37.0,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Business Analyst,20.0,112499.5
27.0,Male,South Korea,Some college/university study without earning a bachelor’s degree,Data Scientist,2.0,27499.5
27.0,Prefer not to say,Poland,Master’s degree,Data Engineer,5.0,22499.5
52.0,Male,Morocco,Professional degree,Research Scientist,20.0,174999.5
47.0,Male,Spain,Master’s degree,Data Scientist,2.0,22499.5
52.0,Male,Ireland,Master’s degree,Other,2.0,84999.5
42.0,Male,Russia,Professional degree,Product/Project Manager,2.0,112499.5
27.0,Male,South Korea,Some college/university study without earning a bachelor’s degree,Business Analyst,5.0,3499.5
27.0,Male,India,Bachelor’s degree,Other,0.0,12499.5
23.0,Male,India,Master’s degree,Data Scientist,2.0,12499.5
27.0,Male,Italy,Doctoral degree,Data Scientist,2.0,8749.5
27.0,Male,India,I prefer not to answer,Data Scientist,5.0,12499.5
32.0,Male,Netherlands,Doctoral degree,Data Scientist,10.0,34999.5
23.0,Male,Nigeria,Master’s degree,Software Engineer,2.0,3499.5
27.0,Male,Nigeria,Master’s degree,Other,2.0,3499.5
32.0,Male,Italy,Master’s degree,Data Scientist,5.0,54999.5
47.0,Male,France,Master’s degree,DBA/Database Engineer,5.0,34999.5
42.0,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,10.0,54999.5
27.0,Male,South Africa,Professional degree,Other,2.0,27499.5
23.0,Female,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,5.0,34999.5
32.0,Male,Other,Master’s degree,Data Engineer,5.0,17499.5
27.0,Male,India,Doctoral degree,Research Scientist,5.0,6249.5
47.0,Female,Spain,No formal education past high school,Data Scientist,10.0,44999.5
37.0,Male,Poland,Master’s degree,Data Scientist,20.0,44999.5
37.0,Male,Indonesia,Bachelor’s degree,Data Scientist,20.0,74999.5
32.0,Male,France,Doctoral degree,Data Scientist,10.0,64999.5
32.0,Male,Nigeria,Master’s degree,Other,2.0,1499.5
27.0,Female,Poland,Master’s degree,Business Analyst,2.0,17499.5
23.0,Male,Viet Nam,Professional degree,Data Scientist,2.0,1499.5
37.0,Male,Spain,Doctoral degree,Software Engineer,5.0,137499.5
27.0,Male,France,Doctoral degree,Data Scientist,5.0,44999.5
37.0,Male,Italy,Doctoral degree,Research Scientist,5.0,1499.5
52.0,Male,Canada,Professional degree,Data Scientist,5.0,84999.5
32.0,Male,South Korea,Master’s degree,Data Scientist,10.0,3499.5
32.0,Male,Poland,Master’s degree,Other,5.0,44999.5
27.0,Male,Other,Doctoral degree,Data Scientist,10.0,34999.5
32.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,5.0,112499.5
42.0,Female,Israel,Doctoral degree,Data Scientist,10.0,137499.5
27.0,Male,Denmark,Master’s degree,Data Scientist,5.0,74999.5
37.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,10.0,112499.5
27.0,Male,Other,Master’s degree,Data Scientist,2.0,22499.5
27.0,Male,Spain,Master’s degree,Data Scientist,2.0,17499.5
64.5,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Software Engineer,20.0,174999.5
23.0,Male,China,I prefer not to answer,Research Scientist,5.0,34999.5
23.0,Male,France,Master’s degree,Data Scientist,2.0,44999.5
37.0,Female,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Product/Project Manager,2.0,64999.5
27.0,Male,India,Bachelor’s degree,Other,2.0,6249.5
47.0,Male,Italy,Doctoral degree,Statistician,20.0,54999.5
27.0,Male,Spain,Master’s degree,Data Analyst,5.0,27499.5
52.0,Male,Spain,Master’s degree,Data Scientist,10.0,2499.5
32.0,Male,France,Master’s degree,Other,5.0,34999.5
32.0,Male,France,Master’s degree,Data Scientist,10.0,94999.5
37.0,Female,Kenya,Master’s degree,Research Scientist,2.0,4499.5
27.0,Male,France,Doctoral degree,Research Scientist,5.0,44999.5
23.0,Male,France,Master’s degree,Data Scientist,2.0,44999.5
27.0,Male,Pakistan,Master’s degree,Business Analyst,2.0,1499.5
37.0,Male,Nigeria,Doctoral degree,Research Scientist,2.0,34999.5
27.0,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,10.0,54999.5
32.0,Male,Spain,Doctoral degree,Research Scientist,10.0,22499.5
27.0,Female,India,Bachelor’s degree,Business Analyst,5.0,12499.5
37.0,Male,Germany,Doctoral degree,Product/Project Manager,10.0,74999.5
27.0,Male,Other,Master’s degree,Software Engineer,2.0,2499.5
32.0,Male,Russia,Master’s degree,Business Analyst,2.0,12499.5
32.0,Male,Germany,Master’s degree,Data Scientist,5.0,64999.5
27.0,Female,Nigeria,Master’s degree,Product/Project Manager,0.0,6249.5
32.0,Male,Other,Master’s degree,Product/Project Manager,2.0,17499.5
57.0,Male,France,Master’s degree,Business Analyst,2.0,84999.5
42.0,Male,Australia,Master’s degree,Software Engineer,5.0,84999.5
42.0,Male,Other,Doctoral degree,Software Engineer,5.0,64999.5
47.0,Male,Japan,Master’s degree,Software Engineer,2.0,8749.5
32.0,Male,Germany,Doctoral degree,Data Scientist,5.0,74999.5
32.0,Male,Netherlands,Bachelor’s degree,Data Analyst,2.0,34999.5
27.0,Male,France,Master’s degree,Research Scientist,10.0,44999.5
23.0,Female,China,Master’s degree,Research Scientist,10.0,6249.5
37.0,Male,Germany,Master’s degree,Data Scientist,5.0,84999.5
32.0,Female,Spain,Doctoral degree,Data Scientist,5.0,34999.5
23.0,Male,Morocco,Master’s degree,Data Analyst,2.0,8749.5
32.0,Male,Other,Bachelor’s degree,Other,20.0,74999.5
27.0,Male,Germany,Some college/university study without earning a bachelor’s degree,Data Analyst,5.0,54999.5
27.0,Male,Italy,Master’s degree,Data Scientist,5.0,27499.5
27.0,Prefer not to say,Italy,Doctoral degree,Research Scientist,10.0,17499.5
32.0,Male,Ireland,Master’s degree,Data Analyst,5.0,54999.5
27.0,Female,Germany,Doctoral degree,Research Scientist,20.0,112499.5
32.0,Male,Germany,Master’s degree,Data Scientist,5.0,64999.5
37.0,Male,Spain,Bachelor’s degree,Data Analyst,0.0,6249.5
27.0,Male,Netherlands,Master’s degree,Data Scientist,10.0,64999.5
37.0,Female,India,Professional degree,Other,0.0,8749.5
32.0,Male,Italy,Doctoral degree,Software Engineer,10.0,54999.5
27.0,Male,Netherlands,Master’s degree,Data Scientist,5.0,54999.5
47.0,Male,Nigeria,Master’s degree,Software Engineer,20.0,27499.5
32.0,Male,Nigeria,Master’s degree,Data Analyst,10.0,3499.5
47.0,Male,Spain,Master’s degree,Data Scientist,5.0,54999.5
47.0,Female,Portugal,Master’s degree,Data Scientist,2.0,22499.5
37.0,Male,India,Master’s degree,Business Analyst,5.0,34999.5
37.0,Male,Other,Master’s degree,Data Scientist,20.0,44999.5
27.0,Female,Spain,Master’s degree,Data Analyst,10.0,34999.5
27.0,Male,India,Bachelor’s degree,Other,2.0,8749.5
27.0,Male,Netherlands,Master’s degree,Research Scientist,5.0,27499.5
32.0,Male,Egypt,Doctoral degree,Software Engineer,2.0,6249.5
42.0,Male,Other,Bachelor’s degree,Other,2.0,34999.5
37.0,Male,Israel,Doctoral degree,Research Scientist,10.0,137499.5
32.0,Male,Austria,Master’s degree,Data Scientist,10.0,64999.5
52.0,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Software Engineer,20.0,112499.5
37.0,Female,Germany,Master’s degree,Research Scientist,2.0,1499.5
57.0,Male,Italy,Professional degree,DBA/Database Engineer,20.0,44999.5
37.0,Male,Denmark,Doctoral degree,Research Scientist,10.0,3499.5
27.0,Male,Netherlands,Master’s degree,Business Analyst,0.0,74999.5
27.0,Female,Poland,Master’s degree,Data Scientist,5.0,27499.5
32.0,Male,Ukraine,Doctoral degree,Product/Project Manager,2.0,34999.5
27.0,Male,Germany,Master’s degree,Software Engineer,2.0,54999.5
27.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Other,2.0,54999.5
32.0,Male,Russia,Master’s degree,Data Analyst,5.0,17499.5
32.0,Male,Italy,Master’s degree,Data Engineer,5.0,64999.5
27.0,Male,India,Bachelor’s degree,Data Scientist,5.0,12499.5
37.0,Male,India,Master’s degree,DBA/Database Engineer,2.0,2499.5
37.0,Female,Taiwan,Master’s degree,Business Analyst,2.0,3499.5
37.0,Male,Other,Bachelor’s degree,Data Analyst,2.0,12499.5
27.0,Male,India,Master’s degree,Business Analyst,2.0,84999.5
47.0,Male,South Korea,Bachelor’s degree,Software Engineer,20.0,74999.5
27.0,Male,Viet Nam,Master’s degree,Data Scientist,5.0,8749.5
37.0,Male,Morocco,Professional degree,Data Analyst,5.0,44999.5
27.0,Female,Portugal,Master’s degree,Data Scientist,5.0,44999.5
37.0,Male,Russia,Master’s degree,Research Scientist,5.0,4499.5
42.0,Male,France,Master’s degree,Data Analyst,5.0,44999.5
27.0,Male,Russia,Master’s degree,Software Engineer,5.0,17499.5
32.0,Male,China,Master’s degree,Data Analyst,2.0,17499.5
27.0,Male,China,Master’s degree,Research Scientist,5.0,4499.5
32.0,Female,India,Doctoral degree,Data Engineer,10.0,4499.5
27.0,Female,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,2.0,44999.5
23.0,Male,Spain,Bachelor’s degree,Business Analyst,2.0,44999.5
52.0,Male,South Africa,Bachelor’s degree,Other,20.0,84999.5
32.0,Male,Australia,Master’s degree,Data Scientist,5.0,94999.5
57.0,Male,Ireland,Master’s degree,Product/Project Manager,10.0,137499.5
27.0,Male,Indonesia,Master’s degree,Data Scientist,2.0,1499.5
32.0,Female,Spain,Master’s degree,Data Scientist,10.0,34999.5
52.0,Male,Sweden,Master’s degree,Data Engineer,20.0,74999.5
27.0,Male,China,Professional degree,Data Scientist,2.0,1499.5
64.5,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Business Analyst,20.0,174999.5
47.0,Male,Romania,Master’s degree,Data Scientist,20.0,34999.5
27.0,Female,Portugal,Master’s degree,Data Scientist,2.0,27499.5
27.0,Male,Germany,Master’s degree,DBA/Database Engineer,2.0,64999.5
23.0,Male,Turkey,Master’s degree,Software Engineer,10.0,4499.5
37.0,Male,Kenya,Master’s degree,Product/Project Manager,2.0,1499.5
47.0,Male,Spain,Master’s degree,Other,0.0,54999.5
37.0,Male,South Africa,No formal education past high school,Software Engineer,10.0,94999.5
52.0,Male,Morocco,Master’s degree,Other,5.0,64999.5
32.0,Male,Germany,Bachelor’s degree,Software Engineer,10.0,44999.5
37.0,Male,Pakistan,Doctoral degree,Data Scientist,10.0,54999.5
27.0,Male,Russia,Master’s degree,Research Scientist,10.0,44999.5
27.0,Male,Singapore,Bachelor’s degree,Data Engineer,5.0,34999.5
27.0,Female,Germany,Master’s degree,Data Analyst,2.0,64999.5
27.0,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,10.0,64999.5
32.0,Male,Nigeria,Master’s degree,Other,2.0,3499.5
37.0,Male,Morocco,Master’s degree,Statistician,20.0,12499.5
37.0,Male,Other,Bachelor’s degree,Software Engineer,2.0,44999.5
27.0,Female,France,Doctoral degree,Statistician,10.0,34999.5
19.5,Male,India,Bachelor’s degree,Data Scientist,5.0,1499.5
57.0,Male,Germany,Doctoral degree,Software Engineer,20.0,34999.5
42.0,Male,Ireland,Master’s degree,Data Scientist,20.0,94999.5
32.0,Male,Russia,Doctoral degree,Data Engineer,5.0,34999.5
27.0,Male,Tunisia,Master’s degree,Other,2.0,4499.5
32.0,Male,Spain,Bachelor’s degree,Other,5.0,17499.5
27.0,Male,India,Bachelor’s degree,Data Analyst,2.0,3499.5
27.0,Male,Brazil,Bachelor’s degree,Data Engineer,5.0,74999.5
42.0,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,20.0,224999.5
27.0,Male,Czech Republic,Master’s degree,Software Engineer,10.0,34999.5
47.0,Female,Belgium,Master’s degree,Data Analyst,20.0,54999.5
27.0,Female,Germany,Doctoral degree,Data Scientist,5.0,54999.5
52.0,Male,India,Master’s degree,Product/Project Manager,2.0,27499.5
27.0,Male,Italy,Master’s degree,Data Scientist,5.0,34999.5
32.0,Female,Denmark,Master’s degree,Data Scientist,5.0,74999.5
57.0,Female,Japan,Doctoral degree,Data Scientist,10.0,94999.5
27.0,Female,Other,Master’s degree,Software Engineer,0.0,2499.5
27.0,Female,Taiwan,Master’s degree,Data Scientist,5.0,34999.5
32.0,Prefer to self-describe,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Other,2.0,34999.5
27.0,Male,India,Doctoral degree,Research Scientist,5.0,4499.5
42.0,Male,South Korea,Master’s degree,Data Scientist,5.0,8749.5
27.0,Male,India,Bachelor’s degree,Software Engineer,0.0,8749.5
27.0,Male,France,Master’s degree,Data Scientist,5.0,54999.5
37.0,Male,Other,Master’s degree,Software Engineer,10.0,44999.5
32.0,Male,Russia,Master’s degree,Software Engineer,2.0,1499.5
52.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,20.0,27499.5
32.0,Female,Thailand,Master’s degree,Data Scientist,10.0,34999.5
57.0,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,20.0,74999.5
32.0,Male,Germany,Doctoral degree,Data Scientist,10.0,64999.5
57.0,Female,Netherlands,Master’s degree,Data Engineer,10.0,64999.5
32.0,Male,India,Professional degree,Data Scientist,10.0,27499.5
42.0,Male,Pakistan,Doctoral degree,Research Scientist,10.0,1499.5
23.0,Male,Spain,Master’s degree,Data Engineer,2.0,22499.5
37.0,Male,India,Master’s degree,Data Scientist,2.0,44999.5
47.0,Prefer to self-describe,Germany,Some college/university study without earning a bachelor’s degree,Software Engineer,20.0,74999.5
27.0,Male,Spain,Master’s degree,Data Scientist,5.0,44999.5
37.0,Female,Ireland,Master’s degree,Data Scientist,20.0,137499.5
23.0,Male,India,Master’s degree,Other,2.0,6249.5
27.0,Male,Nigeria,Bachelor’s degree,Data Engineer,2.0,12499.5
47.0,Female,Spain,Master’s degree,Data Scientist,20.0,34999.5
23.0,Male,Spain,Master’s degree,Data Scientist,5.0,44999.5
37.0,Male,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Data Engineer,10.0,27499.5
42.0,Male,Algeria,Master’s degree,Business Analyst,10.0,12499.5
27.0,Male,Denmark,Doctoral degree,Research Scientist,10.0,54999.5
23.0,Female,Pakistan,Master’s degree,Data Scientist,2.0,2499.5
37.0,Male,Germany,Doctoral degree,Data Scientist,5.0,6249.5
32.0,Male,Other,Doctoral degree,Research Scientist,5.0,8749.5
52.0,Male,Italy,Master’s degree,Data Analyst,10.0,44999.5
23.0,Male,Portugal,Doctoral degree,Research Scientist,5.0,12499.5
32.0,Male,Netherlands,Some college/university study without earning a bachelor’s degree,Business Analyst,5.0,64999.5
37.0,Male,Russia,Master’s degree,Other,2.0,12499.5
27.0,Female,Indonesia,Master’s degree,Data Scientist,10.0,12499.5
27.0,Male,Hungary,Master’s degree,Data Scientist,10.0,34999.5
64.5,Male,Belgium,Master’s degree,Other,2.0,54999.5
27.0,Male,Other,Master’s degree,Data Scientist,5.0,1499.5
32.0,Male,Czech Republic,I prefer not to answer,Data Scientist,10.0,4499.5
23.0,Male,Indonesia,Bachelor’s degree,Data Scientist,2.0,1499.5
37.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,5.0,74999.5
27.0,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,5.0,34999.5
27.0,Female,Sweden,Some college/university study without earning a bachelor’s degree,Data Scientist,5.0,44999.5
27.0,Male,Germany,Master’s degree,Data Scientist,2.0,34999.5
42.0,Male,Ukraine,Master’s degree,Data Analyst,2.0,54999.5
32.0,Male,Poland,Master’s degree,Data Scientist,10.0,44999.5
47.0,Male,France,Master’s degree,Software Engineer,5.0,27499.5
32.0,Male,France,Doctoral degree,Research Scientist,10.0,34999.5
32.0,Male,Austria,Master’s degree,Research Scientist,2.0,27499.5
