,age,gender,country,education,job_title,years_coding,salary,Data_Science_Course,Languages
1860,22-24,Male,Japan,Bachelor’s degree,Data Scientist,< 1 years,$0-999,University Courses (resulting in a university degree),Python;MATLAB;University Courses (resulting in a university degree)
1861,35-39,Male,Switzerland,Doctoral degree,Data Scientist,10-20 years,"100,000-124,999",Coursera,Python;Bash;Coursera
1864,40-44,Female,Algeria,Professional degree,Data Engineer,< 1 years,"10,000-14,999",DataCamp;LinkedIn Learning,Python;Java;DataCamp;LinkedIn Learning
1865,25-29,Male,United States of America,Bachelor’s degree,Data Scientist,3-5 years,"80,000-89,999",Coursera;DataCamp;University Courses (resulting in a university degree),Python;R;SQL;Coursera;DataCamp;University Courses (resulting in a university degree)
1866,50-54,Male,Canada,Master’s degree,Data Scientist,20+ years,"60,000-69,999",Coursera;DataCamp;DataQuest;Kaggle Courses (i.e. Kaggle Learn),Python;R;SQL;Coursera;DataCamp;DataQuest;Kaggle Courses (i.e. Kaggle Learn)
1867,35-39,Female,Turkey,Doctoral degree,Research Scientist,10-20 years,"3,000-3,999",Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree),Python;R;MATLAB;Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree)
1868,40-44,Male,United States of America,Master’s degree,Data Engineer,5-10 years,"125,000-149,999",Udacity,Python;SQL;Bash;Udacity
1869,25-29,Male,Brazil,Bachelor’s degree,Data Scientist,3-5 years,"2,000-2,999",Udemy,Python;R;SQL;Udemy
1870,30-34,Male,Taiwan,Master’s degree,Data Scientist,1-2 years,"> $500,000",Udacity;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy,Python;Udacity;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy
1871,22-24,Male,Australia,Bachelor’s degree,Data Analyst,3-5 years,"60,000-69,999",Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;R;Bash;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
1875,60-69,Male,United States of America,Doctoral degree,Data Analyst,20+ years,"90,000-99,999",Coursera;edX;DataCamp;LinkedIn Learning,R;SQL;Coursera;edX;DataCamp;LinkedIn Learning
1876,60-69,Male,United States of America,Doctoral degree,Statistician,20+ years,"100,000-124,999",DataCamp;University Courses (resulting in a university degree),Python;R;SQL;C++;Javascript;MATLAB;Other;DataCamp;University Courses (resulting in a university degree)
1877,45-49,Male,Other,No formal education past high school,Software Engineer,< 1 years,"7,500-9,999",Kaggle Courses (i.e. Kaggle Learn),Python;SQL;Kaggle Courses (i.e. Kaggle Learn)
1878,45-49,Male,Germany,Master’s degree,Other,20+ years,"100,000-124,999",Udacity;Coursera;edX,Python;SQL;Other;Udacity;Coursera;edX
1879,30-34,Male,United Kingdom of Great Britain and Northern Ireland,Professional degree,Data Scientist,5-10 years,"300,000-500,000",Coursera;University Courses (resulting in a university degree),Python;R;SQL;C++;Coursera;University Courses (resulting in a university degree)
1880,18-21,Male,Philippines,I prefer not to answer,Data Analyst,I have never written code,$0-999,LinkedIn Learning,LinkedIn Learning
1881,22-24,Male,Nigeria,Bachelor’s degree,Software Engineer,1-2 years,$0-999,Coursera;DataCamp,Python;Coursera;DataCamp
1882,40-44,Male,Australia,Master’s degree,Data Scientist,10-20 years,"125,000-149,999",DataCamp;Udemy;University Courses (resulting in a university degree),Python;R;SQL;DataCamp;Udemy;University Courses (resulting in a university degree)
1883,25-29,Male,Other,Master’s degree,Other,1-2 years,"10,000-14,999",Udemy;University Courses (resulting in a university degree),Python;Udemy;University Courses (resulting in a university degree)
1885,25-29,Female,United States of America,Bachelor’s degree,Data Scientist,5-10 years,"150,000-199,999",DataCamp;University Courses (resulting in a university degree),Python;R;SQL;Other;DataCamp;University Courses (resulting in a university degree)
1886,35-39,Male,New Zealand,Master’s degree,Data Scientist,5-10 years,"70,000-79,999",Coursera;edX;University Courses (resulting in a university degree),Python;R;SQL;Bash;Coursera;edX;University Courses (resulting in a university degree)
1887,40-44,Male,Brazil,Bachelor’s degree,Data Analyst,< 1 years,"7,500-9,999",Udacity;Coursera;edX;Udemy,Python;SQL;Javascript;Bash;Udacity;Coursera;edX;Udemy
1888,25-29,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,3-5 years,"40,000-49,999",Udacity;Coursera;DataCamp;Udemy,Python;SQL;Udacity;Coursera;DataCamp;Udemy
1891,40-44,Male,United States of America,Master’s degree,Data Scientist,20+ years,"300,000-500,000",Coursera;edX;DataCamp;Fast.ai,Python;R;SQL;Other;Coursera;edX;DataCamp;Fast.ai
1892,35-39,Male,United States of America,Doctoral degree,Data Scientist,10-20 years,"150,000-199,999",Udacity;Coursera;Fast.ai,Python;Udacity;Coursera;Fast.ai
1893,25-29,Male,France,Master’s degree,Data Analyst,3-5 years,"25,000-29,999",DataCamp;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),R;SQL;DataCamp;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
1894,30-34,Male,Mexico,Master’s degree,Data Scientist,3-5 years,"15,000-19,999",Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;R;SQL;Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy
1896,25-29,Female,United States of America,Master’s degree,Data Scientist,3-5 years,"100,000-124,999",Coursera;Kaggle Courses (i.e. Kaggle Learn),Python;SQL;Bash;Coursera;Kaggle Courses (i.e. Kaggle Learn)
1898,35-39,Male,United States of America,Doctoral degree,Data Scientist,5-10 years,"150,000-199,999",Coursera;DataCamp;DataQuest;Udemy;University Courses (resulting in a university degree),Python;Bash;Coursera;DataCamp;DataQuest;Udemy;University Courses (resulting in a university degree)
1899,35-39,Male,Germany,Doctoral degree,Research Scientist,10-20 years,"60,000-69,999",Udacity;Coursera,Python;MATLAB;Udacity;Coursera
1901,30-34,Male,Australia,Master’s degree,Research Scientist,5-10 years,"80,000-89,999",Udacity;Coursera;Fast.ai,Python;C++;Udacity;Coursera;Fast.ai
1902,25-29,Male,Morocco,Master’s degree,Other,< 1 years,"20,000-24,999",,Python;SQL;
1903,25-29,Male,Australia,Master’s degree,Data Scientist,3-5 years,"70,000-79,999",Coursera;University Courses (resulting in a university degree),Python;SQL;Bash;Coursera;University Courses (resulting in a university degree)
1904,45-49,Male,United States of America,Doctoral degree,Research Scientist,10-20 years,"125,000-149,999",None,Other;None
1905,22-24,Male,Colombia,Bachelor’s degree,Software Engineer,< 1 years,"10,000-14,999",Coursera;Kaggle Courses (i.e. Kaggle Learn),Python;SQL;Java;Bash;Coursera;Kaggle Courses (i.e. Kaggle Learn)
1906,50-54,Male,Brazil,Master’s degree,Business Analyst,20+ years,"50,000-59,999",Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;SQL;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy
1907,40-44,Male,United States of America,Master’s degree,Software Engineer,3-5 years,"300,000-500,000",Udacity;Coursera,Python;SQL;Java;Udacity;Coursera
1908,30-34,Female,United States of America,Master’s degree,Data Analyst,5-10 years,"100,000-124,999",Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy,R;SQL;Other;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy
1909,18-21,Male,Russia,Bachelor’s degree,Data Scientist,< 1 years,"10,000-14,999",Udemy;University Courses (resulting in a university degree),Python;SQL;Udemy;University Courses (resulting in a university degree)
1910,30-34,Male,Netherlands,Master’s degree,Data Scientist,10-20 years,"90,000-99,999",Coursera,Python;R;SQL;Coursera
1912,30-34,Female,Brazil,Some college/university study without earning a bachelor’s degree,Software Engineer,1-2 years,"10,000-14,999",Udacity;Coursera;DataCamp;DataQuest;Udemy,Python;SQL;Javascript;Udacity;Coursera;DataCamp;DataQuest;Udemy
1913,22-24,Male,Portugal,Master’s degree,Data Scientist,1-2 years,"20,000-24,999",Coursera;Udemy,Python;R;Java;Coursera;Udemy
1914,40-44,Male,United States of America,Master’s degree,Other,3-5 years,"250,000-299,999",None,Python;R;SQL;Other;None
1915,45-49,Male,Peru,Master’s degree,Other,10-20 years,"15,000-19,999",Udacity;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn),Python;R;SQL;Other;Udacity;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn)
1916,40-44,Male,Singapore,Bachelor’s degree,Data Scientist,1-2 years,"150,000-199,999",Udemy,Python;Udemy
1917,35-39,Male,United States of America,Doctoral degree,Data Scientist,10-20 years,"250,000-299,999",Coursera;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;R;SQL;Coursera;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
1918,25-29,Male,Japan,Master’s degree,Software Engineer,1-2 years,"50,000-59,999",Kaggle Courses (i.e. Kaggle Learn),Python;Kaggle Courses (i.e. Kaggle Learn)
1920,45-49,Male,United States of America,Master’s degree,Software Engineer,3-5 years,"150,000-199,999",Udacity,Python;Udacity
1921,22-24,Female,Tunisia,Doctoral degree,Research Scientist,1-2 years,$0-999,University Courses (resulting in a university degree),Python;C;C++;Java;University Courses (resulting in a university degree)
1922,30-34,Male,Nigeria,Bachelor’s degree,Software Engineer,< 1 years,$0-999,None,SQL;Javascript;Other;None
1923,22-24,Male,United States of America,Bachelor’s degree,Other,3-5 years,"80,000-89,999",Coursera;DataCamp;University Courses (resulting in a university degree),Python;R;SQL;Coursera;DataCamp;University Courses (resulting in a university degree)
1924,35-39,Male,South Korea,Professional degree,Data Analyst,1-2 years,"1,000-1,999",Kaggle Courses (i.e. Kaggle Learn),Python;R;SQL;Java;Kaggle Courses (i.e. Kaggle Learn)
1925,50-54,Male,Argentina,Doctoral degree,Research Scientist,10-20 years,"10,000-14,999",DataCamp;Kaggle Courses (i.e. Kaggle Learn),Python;Other;DataCamp;Kaggle Courses (i.e. Kaggle Learn)
1927,30-34,Male,United States of America,Master’s degree,Research Scientist,5-10 years,"125,000-149,999",Coursera;University Courses (resulting in a university degree),Python;SQL;Coursera;University Courses (resulting in a university degree)
1929,25-29,Male,Japan,Bachelor’s degree,Data Scientist,3-5 years,"60,000-69,999",Coursera;edX;DataCamp;Fast.ai;Udemy,Python;R;SQL;Coursera;edX;DataCamp;Fast.ai;Udemy
1931,22-24,Male,Colombia,Professional degree,Software Engineer,3-5 years,"30,000-39,999",Udemy,Python;R;SQL;Other;Udemy
1933,50-54,Male,Australia,Master’s degree,Data Scientist,3-5 years,"80,000-89,999",Coursera;DataCamp;University Courses (resulting in a university degree),Python;R;SQL;Coursera;DataCamp;University Courses (resulting in a university degree)
1934,25-29,Male,Brazil,Bachelor’s degree,Data Scientist,3-5 years,"25,000-29,999",DataCamp,Python;SQL;Bash;Other;DataCamp
1935,30-34,Male,Argentina,Doctoral degree,Data Scientist,5-10 years,"50,000-59,999",Coursera;University Courses (resulting in a university degree),Python;C++;Java;Coursera;University Courses (resulting in a university degree)
1936,25-29,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Other,1-2 years,"30,000-39,999",Coursera,Python;R;SQL;Coursera
1937,22-24,Female,United States of America,Master’s degree,Data Scientist,3-5 years,"100,000-124,999",Coursera;edX;DataCamp;DataQuest;University Courses (resulting in a university degree),Python;SQL;Bash;Coursera;edX;DataCamp;DataQuest;University Courses (resulting in a university degree)
1938,35-39,Male,Australia,Bachelor’s degree,Software Engineer,< 1 years,"50,000-59,999",DataCamp;Kaggle Courses (i.e. Kaggle Learn),Python;SQL;TypeScript;DataCamp;Kaggle Courses (i.e. Kaggle Learn)
1939,25-29,Female,Malaysia,Master’s degree,Data Analyst,5-10 years,"30,000-39,999",Udacity;DataCamp;University Courses (resulting in a university degree),R;Udacity;DataCamp;University Courses (resulting in a university degree)
1940,25-29,Male,Japan,Master’s degree,Research Scientist,5-10 years,"40,000-49,999",None,Python;SQL;C++;Java;Bash;None
1941,45-49,Male,Brazil,Bachelor’s degree,Product/Project Manager,1-2 years,"10,000-14,999",Coursera;edX;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;R;SQL;Java;Coursera;edX;Kaggle Courses (i.e. Kaggle Learn);Udemy
1942,30-34,Male,Japan,Master’s degree,Data Scientist,10-20 years,"100,000-124,999",Kaggle Courses (i.e. Kaggle Learn),Python;C++;Javascript;Kaggle Courses (i.e. Kaggle Learn)
1944,30-34,Female,Taiwan,Master’s degree,Other,5-10 years,"30,000-39,999",Udacity;Coursera;edX;Kaggle Courses (i.e. Kaggle Learn);Fast.ai,Python;R;SQL;C++;Java;Bash;Udacity;Coursera;edX;Kaggle Courses (i.e. Kaggle Learn);Fast.ai
1946,60-69,Male,Japan,Doctoral degree,Research Scientist,5-10 years,$0-999,None,Python;None
1947,25-29,Male,United States of America,Master’s degree,Data Engineer,3-5 years,"150,000-199,999",Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;LinkedIn Learning,Python;SQL;Javascript;Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;LinkedIn Learning
1948,30-34,Male,Russia,Master’s degree,Software Engineer,3-5 years,"25,000-29,999",Coursera,Python;C;C++;Bash;Coursera
1949,50-54,Male,Taiwan,Master’s degree,Software Engineer,< 1 years,$0-999,,Python;SQL;C;C++;Java;Javascript;Bash;
1950,25-29,Male,Morocco,Bachelor’s degree,Software Engineer,5-10 years,"5,000-7,499",Kaggle Courses (i.e. Kaggle Learn),Python;SQL;Bash;Kaggle Courses (i.e. Kaggle Learn)
1951,25-29,Male,Brazil,Master’s degree,Data Scientist,5-10 years,"20,000-24,999",edX;University Courses (resulting in a university degree),Python;C++;edX;University Courses (resulting in a university degree)
1952,30-34,Male,United States of America,Master’s degree,Data Analyst,5-10 years,"125,000-149,999",Coursera;University Courses (resulting in a university degree),Python;SQL;Coursera;University Courses (resulting in a university degree)
1953,35-39,Male,"Iran, Islamic Republic of...",Doctoral degree,Data Scientist,5-10 years,"2,000-2,999",Udacity;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;R;SQL;Udacity;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
1954,22-24,Male,Italy,Bachelor’s degree,Software Engineer,< 1 years,"25,000-29,999",Coursera;Udemy;University Courses (resulting in a university degree),Python;R;SQL;Java;Javascript;Bash;Coursera;Udemy;University Courses (resulting in a university degree)
1955,55-59,Female,United States of America,Doctoral degree,Data Scientist,20+ years,"150,000-199,999",None,Python;SQL;None
1956,30-34,Male,Australia,Bachelor’s degree,Data Engineer,3-5 years,"100,000-124,999",University Courses (resulting in a university degree),Python;R;SQL;Javascript;University Courses (resulting in a university degree)
1957,35-39,Male,Taiwan,Bachelor’s degree,Business Analyst,1-2 years,$0-999,Udacity;edX;Udemy,Python;SQL;MATLAB;Udacity;edX;Udemy
1958,35-39,Male,Turkey,Doctoral degree,Research Scientist,1-2 years,"30,000-39,999",Udacity;DataCamp;University Courses (resulting in a university degree),R;SQL;Udacity;DataCamp;University Courses (resulting in a university degree)
1959,45-49,Male,Mexico,Doctoral degree,Research Scientist,1-2 years,"15,000-19,999",Kaggle Courses (i.e. Kaggle Learn),Python;R;Java;MATLAB;Kaggle Courses (i.e. Kaggle Learn)
1961,22-24,Male,Malaysia,Bachelor’s degree,Product/Project Manager,1-2 years,"20,000-24,999",Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;University Courses (resulting in a university degree),Python;Java;Javascript;Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;University Courses (resulting in a university degree)
1962,50-54,Male,United States of America,Bachelor’s degree,Software Engineer,1-2 years,"150,000-199,999",Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy
1963,55-59,Male,United States of America,Master’s degree,Other,20+ years,"80,000-89,999",Coursera,Python;MATLAB;Coursera
1964,25-29,Male,Brazil,Master’s degree,Data Scientist,5-10 years,"2,000-2,999",Udacity;University Courses (resulting in a university degree),Python;SQL;C++;Bash;Udacity;University Courses (resulting in a university degree)
1965,40-44,Male,Taiwan,Bachelor’s degree,Product/Project Manager,1-2 years,$0-999,edX;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;MATLAB;edX;Kaggle Courses (i.e. Kaggle Learn);Udemy
1966,30-34,Male,Japan,Doctoral degree,Software Engineer,5-10 years,"80,000-89,999",Udacity;Coursera;Fast.ai;Udemy;University Courses (resulting in a university degree),Python;C++;Udacity;Coursera;Fast.ai;Udemy;University Courses (resulting in a university degree)
1968,45-49,Male,United States of America,Master’s degree,Other,1-2 years,"60,000-69,999",None,None;None
1970,30-34,Male,United States of America,Master’s degree,Data Scientist,5-10 years,"250,000-299,999",Udacity;University Courses (resulting in a university degree),R;SQL;Udacity;University Courses (resulting in a university degree)
1971,25-29,Male,Belarus,Bachelor’s degree,Software Engineer,< 1 years,"10,000-14,999",Coursera;Kaggle Courses (i.e. Kaggle Learn),Python;SQL;Java;Coursera;Kaggle Courses (i.e. Kaggle Learn)
1972,18-21,Male,Colombia,Bachelor’s degree,Data Engineer,< 1 years,$0-999,None,Python;C;MATLAB;None
1974,35-39,Prefer to self-describe,Canada,Bachelor’s degree,Other,< 1 years,"100,000-124,999",Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;SQL;Other;Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy
1975,25-29,Male,India,Professional degree,Software Engineer,1-2 years,$0-999,Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;R;Kaggle Courses (i.e. Kaggle Learn);Udemy
1976,35-39,Male,Germany,Master’s degree,Other,10-20 years,"100,000-124,999",Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy;LinkedIn Learning,Python;SQL;Other;Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy;LinkedIn Learning
1977,40-44,Female,United States of America,Master’s degree,Data Scientist,10-20 years,"100,000-124,999",Coursera;University Courses (resulting in a university degree),Python;R;SQL;Coursera;University Courses (resulting in a university degree)
1981,18-21,Male,Indonesia,Bachelor’s degree,Research Scientist,1-2 years,"100,000-124,999",edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn),Python;SQL;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn)
1984,30-34,Male,Japan,Some college/university study without earning a bachelor’s degree,Data Engineer,1-2 years,"5,000-7,499",Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy,Python;SQL;Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy
1985,35-39,Male,United States of America,Bachelor’s degree,Software Engineer,< 1 years,"125,000-149,999",Udacity;DataCamp;Kaggle Courses (i.e. Kaggle Learn),Python;SQL;Javascript;Other;Udacity;DataCamp;Kaggle Courses (i.e. Kaggle Learn)
1986,25-29,Male,China,Master’s degree,Software Engineer,3-5 years,"2,000-2,999",Kaggle Courses (i.e. Kaggle Learn),Python;C;C++;MATLAB;Kaggle Courses (i.e. Kaggle Learn)
1987,45-49,Male,Australia,Master’s degree,Business Analyst,3-5 years,"125,000-149,999",Udacity;Coursera;edX,R;Udacity;Coursera;edX
1988,30-34,Male,United States of America,Bachelor’s degree,Business Analyst,< 1 years,"90,000-99,999",Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;SQL;Other;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy
1989,25-29,Female,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,3-5 years,"80,000-89,999",Coursera,Python;SQL;Bash;Coursera
1990,30-34,Male,United States of America,Doctoral degree,Research Scientist,10-20 years,"150,000-199,999",Coursera;edX;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;R;SQL;C++;MATLAB;Coursera;edX;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
1992,30-34,Male,Brazil,Master’s degree,DBA/Database Engineer,< 1 years,"7,500-9,999",Coursera;Kaggle Courses (i.e. Kaggle Learn),Python;SQL;C;Bash;Coursera;Kaggle Courses (i.e. Kaggle Learn)
1993,30-34,Male,United States of America,Master’s degree,Software Engineer,< 1 years,"125,000-149,999",Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn),Python;Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn)
1994,25-29,Male,Nigeria,Master’s degree,Other,< 1 years,"5,000-7,499",DataCamp;Udemy;LinkedIn Learning;University Courses (resulting in a university degree),Python;R;SQL;Java;TypeScript;DataCamp;Udemy;LinkedIn Learning;University Courses (resulting in a university degree)
1995,22-24,Male,Brazil,Bachelor’s degree,Software Engineer,1-2 years,"1,000-1,999",DataCamp,Python;Bash;Other;DataCamp
1997,25-29,Female,Poland,Bachelor’s degree,Other,3-5 years,"50,000-59,999",Udacity;Coursera;edX;DataCamp;DataQuest;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy;University Courses (resulting in a university degree),Python;SQL;Java;Udacity;Coursera;edX;DataCamp;DataQuest;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy;University Courses (resulting in a university degree)
1998,30-34,Male,United States of America,Master’s degree,Data Scientist,5-10 years,"100,000-124,999",None,Python;SQL;Javascript;Bash;None
1999,25-29,Male,Colombia,Bachelor’s degree,Other,3-5 years,"40,000-49,999",Udacity;Coursera;edX;Udemy;University Courses (resulting in a university degree),Python;Javascript;Bash;Udacity;Coursera;edX;Udemy;University Courses (resulting in a university degree)
2000,22-24,Male,Brazil,Master’s degree,Data Scientist,1-2 years,"5,000-7,499",University Courses (resulting in a university degree),Python;C++;Javascript;University Courses (resulting in a university degree)
2001,25-29,Female,Brazil,Master’s degree,Data Scientist,5-10 years,"40,000-49,999",Udacity,Python;R;SQL;Udacity
2002,18-21,Male,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,1-2 years,"40,000-49,999",DataCamp,Python;C;Java;Bash;Other;DataCamp
2003,25-29,Male,United States of America,Doctoral degree,Data Scientist,5-10 years,"100,000-124,999",Coursera;University Courses (resulting in a university degree),Python;SQL;Coursera;University Courses (resulting in a university degree)
2004,35-39,Female,Canada,Doctoral degree,Data Scientist,1-2 years,"80,000-89,999",Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree),Python;SQL;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree)
2005,25-29,Male,United States of America,Master’s degree,Data Engineer,3-5 years,"70,000-79,999",Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;LinkedIn Learning;University Courses (resulting in a university degree),Python;SQL;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;LinkedIn Learning;University Courses (resulting in a university degree)
2006,25-29,Male,Algeria,Bachelor’s degree,Product/Project Manager,1-2 years,"7,500-9,999",None,SQL;None
2007,25-29,Male,Australia,Some college/university study without earning a bachelor’s degree,Other,1-2 years,"70,000-79,999",Coursera;Fast.ai;Udemy,Python;SQL;Coursera;Fast.ai;Udemy
2008,40-44,Male,Argentina,Bachelor’s degree,Software Engineer,< 1 years,"10,000-14,999",Udemy,Python;R;SQL;Javascript;TypeScript;Udemy
2010,40-44,Male,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Software Engineer,< 1 years,"30,000-39,999",Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy,Python;R;Java;Javascript;Bash;Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy
2013,50-54,Male,United States of America,Doctoral degree,Research Scientist,20+ years,"125,000-149,999",DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;R;SQL;Bash;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy
2015,25-29,Male,Mexico,Professional degree,Data Scientist,3-5 years,"1,000-1,999",Coursera;LinkedIn Learning,Python;R;Coursera;LinkedIn Learning
2016,25-29,Male,Japan,Master’s degree,Research Scientist,1-2 years,"50,000-59,999",None,Python;Javascript;Bash;None
2017,30-34,Female,Other,Doctoral degree,Research Scientist,20+ years,"15,000-19,999",edX,Python;R;MATLAB;edX
2018,60-69,Male,United States of America,Master’s degree,Other,20+ years,"100,000-124,999",None,Python;SQL;C;C++;None
2019,35-39,Male,United States of America,Bachelor’s degree,Software Engineer,< 1 years,"100,000-124,999",Udemy,Python;SQL;Java;Bash;Udemy
2020,45-49,Male,Mexico,Doctoral degree,Research Scientist,5-10 years,$0-999,None,Python;C;C++;None
2021,25-29,Male,Peru,Master’s degree,Software Engineer,1-2 years,"3,000-3,999",Coursera;Fast.ai,Python;R;SQL;Bash;Coursera;Fast.ai
2022,25-29,Male,United States of America,Master’s degree,Software Engineer,3-5 years,"100,000-124,999",University Courses (resulting in a university degree),Python;C++;University Courses (resulting in a university degree)
2024,22-24,Male,Philippines,Master’s degree,Software Engineer,< 1 years,$0-999,Kaggle Courses (i.e. Kaggle Learn),Python;R;SQL;C++;MATLAB;Kaggle Courses (i.e. Kaggle Learn)
2025,40-44,Male,Japan,Master’s degree,Research Scientist,3-5 years,"7,500-9,999",None,Python;C++;None
2026,25-29,Male,United States of America,Bachelor’s degree,Data Analyst,3-5 years,"70,000-79,999",Udacity;Coursera;DataCamp,SQL;Other;Udacity;Coursera;DataCamp
2027,18-21,Male,"Iran, Islamic Republic of...",Some college/university study without earning a bachelor’s degree,Data Scientist,1-2 years,$0-999,Coursera;DataCamp;Udemy;University Courses (resulting in a university degree),Python;SQL;MATLAB;Coursera;DataCamp;Udemy;University Courses (resulting in a university degree)
2028,30-34,Male,Argentina,Master’s degree,Business Analyst,1-2 years,"7,500-9,999",Fast.ai;University Courses (resulting in a university degree),Python;R;Fast.ai;University Courses (resulting in a university degree)
2030,35-39,Male,Switzerland,Doctoral degree,Research Scientist,10-20 years,"80,000-89,999",Coursera;University Courses (resulting in a university degree),Python;R;SQL;Bash;MATLAB;Coursera;University Courses (resulting in a university degree)
2031,40-44,Male,United States of America,Bachelor’s degree,Product/Project Manager,5-10 years,"250,000-299,999",Coursera,Python;SQL;Java;Javascript;Coursera
2033,40-44,Male,Singapore,Bachelor’s degree,Data Scientist,3-5 years,"100,000-124,999",Udacity;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy,Python;R;SQL;Javascript;Udacity;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy
2035,25-29,Male,United States of America,Master’s degree,Data Scientist,1-2 years,"50,000-59,999",DataCamp;University Courses (resulting in a university degree),Python;R;SQL;DataCamp;University Courses (resulting in a university degree)
2036,22-24,Male,Indonesia,Master’s degree,Data Scientist,< 1 years,$0-999,Udacity;DataCamp;Kaggle Courses (i.e. Kaggle Learn);LinkedIn Learning,Python;R;SQL;C;Udacity;DataCamp;Kaggle Courses (i.e. Kaggle Learn);LinkedIn Learning
2038,50-54,Male,Australia,No formal education past high school,Product/Project Manager,10-20 years,"> $500,000",None,Python;SQL;None
2039,40-44,Male,United States of America,Master’s degree,Business Analyst,3-5 years,"100,000-124,999",University Courses (resulting in a university degree),Python;SQL;Bash;University Courses (resulting in a university degree)
2040,30-34,Male,Other,Master’s degree,Data Engineer,10-20 years,"60,000-69,999",Kaggle Courses (i.e. Kaggle Learn),TypeScript;Kaggle Courses (i.e. Kaggle Learn)
