Age,Gender,Country,Formal_Education,Position,Years_Coding,Salary
37.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,274999.5
32.0,Female,Switzerland,Doctoral degree,Research Scientist,10.0,64999.5
37.0,Male,Norway,Master’s degree,Data Scientist,5.0,112499.5
27.0,Female,Russia,Master’s degree,Data Scientist,5.0,34999.5
37.0,Female,United States of America,Doctoral degree,Data Scientist,20.0,112499.5
27.0,Male,India,Master’s degree,Data Scientist,20.0,112499.5
37.0,Male,Other,I prefer not to answer,Data Scientist,5.0,22499.5
27.0,Male,United States of America,Master’s degree,Data Analyst,2.0,74999.5
32.0,Female,United States of America,Master’s degree,Data Scientist,5.0,174999.5
27.0,Male,India,Master’s degree,Software Engineer,10.0,27499.5
42.0,Male,Brazil,Master’s degree,Other,5.0,17499.5
23.0,Male,Belarus,Master’s degree,Data Scientist,5.0,44999.5
32.0,Male,Brazil,Master’s degree,Data Engineer,5.0,84999.5
23.0,Male,India,Master’s degree,Data Analyst,5.0,22499.5
37.0,Male,Chile,Master’s degree,Other,10.0,22499.5
27.0,Male,Ireland,Bachelor’s degree,Statistician,2.0,34999.5
37.0,Male,Colombia,Professional degree,Software Engineer,5.0,4499.5
64.5,Male,United States of America,Doctoral degree,Research Scientist,10.0,174999.5
32.0,Prefer not to say,Brazil,Master’s degree,Data Scientist,10.0,112499.5
27.0,Male,Canada,Master’s degree,Software Engineer,2.0,74999.5
37.0,Male,United States of America,Master’s degree,Product/Project Manager,2.0,137499.5
47.0,Male,Sweden,Master’s degree,Software Engineer,5.0,8749.5
37.0,Male,United States of America,Master’s degree,Data Scientist,5.0,274999.5
27.0,Male,United States of America,Master’s degree,Data Scientist,5.0,84999.5
32.0,Female,Canada,Doctoral degree,Data Scientist,2.0,64999.5
32.0,Male,Russia,Master’s degree,Software Engineer,2.0,224999.5
42.0,Male,Switzerland,Doctoral degree,Product/Project Manager,20.0,112499.5
32.0,Male,Germany,Master’s degree,Data Analyst,5.0,74999.5
23.0,Male,Brazil,Bachelor’s degree,Data Scientist,5.0,1499.5
42.0,Male,Peru,Master’s degree,Software Engineer,10.0,2499.5
32.0,Male,Germany,Master’s degree,Other,10.0,74999.5
37.0,Female,United States of America,Professional degree,Other,20.0,224999.5
57.0,Male,Russia,I prefer not to answer,Research Scientist,20.0,84999.5
42.0,Male,Colombia,Professional degree,Data Analyst,2.0,17499.5
23.0,Male,India,Bachelor’s degree,Software Engineer,2.0,4499.5
32.0,Female,United States of America,Doctoral degree,Research Scientist,20.0,94999.5
23.0,Female,India,Bachelor’s degree,Software Engineer,2.0,8749.5
42.0,Male,Other,Doctoral degree,Other,5.0,54999.5
32.0,Female,United States of America,Master’s degree,Data Scientist,5.0,84999.5
32.0,Male,India,Bachelor’s degree,Software Engineer,10.0,6249.5
37.0,Male,India,Master’s degree,Software Engineer,10.0,34999.5
37.0,Male,Italy,Professional degree,Product/Project Manager,5.0,44999.5
42.0,Male,Colombia,Master’s degree,Data Scientist,10.0,44999.5
27.0,Female,United States of America,Doctoral degree,Software Engineer,10.0,137499.5
27.0,Male,United States of America,Master’s degree,Research Scientist,0.0,94999.5
42.0,Male,Switzerland,Doctoral degree,Research Scientist,20.0,84999.5
32.0,Male,United States of America,Bachelor’s degree,Data Analyst,5.0,44999.5
42.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,174999.5
47.0,Male,United States of America,Doctoral degree,Research Scientist,10.0,64999.5
19.5,Male,India,Bachelor’s degree,Other,2.0,12499.5
23.0,Female,United States of America,Bachelor’s degree,Software Engineer,10.0,84999.5
42.0,Female,United States of America,Doctoral degree,Data Scientist,20.0,174999.5
42.0,Male,Spain,Master’s degree,Research Scientist,20.0,112499.5
37.0,Male,Brazil,Master’s degree,Software Engineer,2.0,27499.5
32.0,Male,United States of America,Master’s degree,Data Scientist,5.0,112499.5
27.0,Male,United States of America,Master’s degree,Data Scientist,5.0,112499.5
37.0,Male,Poland,Master’s degree,Other,2.0,22499.5
27.0,Male,United States of America,Master’s degree,Data Scientist,5.0,112499.5
32.0,Male,United States of America,Master’s degree,Data Scientist,10.0,174999.5
47.0,Male,United States of America,Bachelor’s degree,Data Engineer,20.0,224999.5
27.0,Female,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,5.0,17499.5
37.0,Male,United States of America,Master’s degree,Data Scientist,20.0,74999.5
47.0,Male,United States of America,Bachelor’s degree,Other,20.0,112499.5
37.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,137499.5
37.0,Male,New Zealand,Doctoral degree,Data Analyst,20.0,8749.5
27.0,Male,India,Bachelor’s degree,Software Engineer,5.0,22499.5
37.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,5.0,112499.5
37.0,Male,Ireland,Master’s degree,Data Scientist,20.0,112499.5
52.0,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Analyst,5.0,54999.5
32.0,Female,United States of America,Master’s degree,Business Analyst,10.0,94999.5
37.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,400000.0
47.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,20.0,94999.5
64.5,Male,United States of America,Bachelor’s degree,Other,20.0,174999.5
32.0,Male,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,5.0,174999.5
64.5,Male,United States of America,Master’s degree,Software Engineer,2.0,44999.5
37.0,Male,France,Doctoral degree,Data Analyst,20.0,137499.5
32.0,Male,United States of America,Master’s degree,Data Scientist,5.0,137499.5
32.0,Male,Canada,Doctoral degree,Research Scientist,5.0,44999.5
37.0,Female,United States of America,Master’s degree,Data Scientist,20.0,112499.5
57.0,Male,Argentina,Master’s degree,Other,20.0,12499.5
37.0,Male,United States of America,Some college/university study without earning a bachelor’s degree,Data Scientist,20.0,224999.5
37.0,Male,United States of America,Bachelor’s degree,Data Scientist,10.0,112499.5
32.0,Male,Russia,Master’s degree,Data Scientist,10.0,3499.5
19.5,Female,United States of America,Bachelor’s degree,Research Scientist,2.0,74999.5
32.0,Male,United States of America,Master’s degree,Data Scientist,20.0,112499.5
32.0,Male,United States of America,Doctoral degree,Data Analyst,5.0,94999.5
42.0,Male,Netherlands,Master’s degree,Data Scientist,5.0,94999.5
32.0,Male,United States of America,Doctoral degree,Data Engineer,10.0,112499.5
32.0,Male,Egypt,Professional degree,Data Scientist,5.0,12499.5
27.0,Male,India,Bachelor’s degree,Data Analyst,2.0,6249.5
27.0,Male,United States of America,Master’s degree,Data Analyst,5.0,112499.5
37.0,Male,Germany,Master’s degree,Data Scientist,2.0,74999.5
37.0,Male,Other,Doctoral degree,Data Scientist,20.0,44999.5
27.0,Female,United States of America,Doctoral degree,Data Scientist,10.0,112499.5
37.0,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,10.0,64999.5
32.0,Female,Germany,Professional degree,Data Analyst,2.0,112499.5
42.0,Male,Netherlands,Master’s degree,Data Analyst,20.0,54999.5
27.0,Male,India,Bachelor’s degree,Data Scientist,5.0,12499.5
32.0,Prefer not to say,United States of America,Bachelor’s degree,Business Analyst,5.0,84999.5
32.0,Female,United States of America,Master’s degree,Data Scientist,5.0,44999.5
32.0,Male,Morocco,Bachelor’s degree,Other,0.0,6249.5
27.0,Female,France,Master’s degree,Data Scientist,2.0,34999.5
27.0,Male,Italy,Master’s degree,Data Scientist,10.0,64999.5
42.0,Male,United States of America,Master’s degree,Software Engineer,20.0,174999.5
42.0,Female,United States of America,Doctoral degree,Data Scientist,20.0,174999.5
57.0,Male,United States of America,Master’s degree,Data Scientist,20.0,400000.0
37.0,Male,Pakistan,Doctoral degree,Research Scientist,5.0,8749.5
32.0,Male,India,Master’s degree,Other,0.0,12499.5
57.0,Male,United States of America,Master’s degree,Research Scientist,20.0,74999.5
19.5,Prefer not to say,Other,Master’s degree,Data Scientist,5.0,6249.5
32.0,Male,Chile,Professional degree,Data Engineer,5.0,22499.5
32.0,Male,Belgium,Doctoral degree,Research Scientist,10.0,112499.5
64.5,Male,Hungary,Master’s degree,Data Scientist,5.0,94999.5
27.0,Male,Brazil,Bachelor’s degree,Data Scientist,5.0,17499.5
47.0,Male,Romania,Professional degree,Business Analyst,20.0,64999.5
64.5,Male,United States of America,Doctoral degree,Data Scientist,10.0,174999.5
27.0,Male,Ukraine,Master’s degree,Data Scientist,5.0,34999.5
32.0,Female,Turkey,Master’s degree,Statistician,0.0,12499.5
37.0,Male,Turkey,Bachelor’s degree,Data Engineer,10.0,12499.5
32.0,Male,Argentina,Master’s degree,Business Analyst,5.0,12499.5
42.0,Male,Ireland,Master’s degree,Other,20.0,64999.5
37.0,Male,Germany,Doctoral degree,Other,10.0,74999.5
37.0,Male,Turkey,Doctoral degree,Data Scientist,10.0,27499.5
57.0,Male,France,Doctoral degree,Other,10.0,54999.5
37.0,Male,Germany,Doctoral degree,Data Analyst,20.0,74999.5
37.0,Male,Other,Some college/university study without earning a bachelor’s degree,Data Scientist,5.0,54999.5
27.0,Male,Pakistan,Doctoral degree,Data Scientist,2.0,12499.5
27.0,Male,China,Master’s degree,Data Scientist,2.0,22499.5
47.0,Male,New Zealand,Doctoral degree,Product/Project Manager,20.0,174999.5
52.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Statistician,20.0,112499.5
32.0,Female,United States of America,Master’s degree,Data Scientist,5.0,174999.5
32.0,Male,Israel,Master’s degree,Data Scientist,10.0,112499.5
37.0,Male,United States of America,Master’s degree,Product/Project Manager,20.0,54999.5
64.5,Male,United States of America,Master’s degree,Statistician,20.0,112499.5
32.0,Male,Brazil,Master’s degree,Data Scientist,10.0,27499.5
27.0,Male,United States of America,Master’s degree,Data Engineer,5.0,112499.5
23.0,Male,Germany,Bachelor’s degree,Data Scientist,5.0,74999.5
32.0,Male,Spain,Bachelor’s degree,Data Analyst,2.0,12499.5
23.0,Male,Russia,Master’s degree,Software Engineer,2.0,17499.5
32.0,Male,Argentina,Master’s degree,Data Scientist,5.0,34999.5
42.0,Female,United States of America,Bachelor’s degree,Business Analyst,2.0,3499.5
32.0,Female,Canada,Master’s degree,Product/Project Manager,10.0,94999.5
37.0,Male,United States of America,Doctoral degree,Data Scientist,10.0,174999.5
37.0,Male,Ireland,Master’s degree,Other,20.0,112499.5
42.0,Male,Canada,Bachelor’s degree,Statistician,10.0,400000.0
23.0,Male,India,Bachelor’s degree,Software Engineer,0.0,6249.5
32.0,Male,United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer,10.0,174999.5
27.0,Male,Russia,Doctoral degree,Research Scientist,10.0,54999.5
37.0,Male,United States of America,Master’s degree,Data Scientist,20.0,174999.5
42.0,Male,Brazil,Master’s degree,Data Scientist,2.0,3499.5
64.5,Male,Australia,Some college/university study without earning a bachelor’s degree,Other,0.0,137499.5
27.0,Female,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,2.0,34999.5
42.0,Male,United States of America,Bachelor’s degree,Data Scientist,10.0,84999.5
42.0,Male,United States of America,Master’s degree,Data Scientist,20.0,174999.5
42.0,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,20.0,74999.5
27.0,Male,United States of America,Bachelor’s degree,Data Engineer,5.0,44999.5
32.0,Male,Brazil,Bachelor’s degree,Business Analyst,5.0,12499.5
32.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Statistician,10.0,94999.5
27.0,Male,Ukraine,Master’s degree,Software Engineer,2.0,22499.5
27.0,Female,United States of America,Master’s degree,Data Scientist,5.0,112499.5
42.0,Prefer to self-describe,United States of America,Master’s degree,Data Engineer,20.0,174999.5
52.0,Male,Chile,Master’s degree,Data Scientist,0.0,44999.5
64.5,Male,Australia,Master’s degree,Data Scientist,20.0,84999.5
27.0,Male,United States of America,Doctoral degree,Research Scientist,10.0,94999.5
57.0,Male,United States of America,Professional degree,DBA/Database Engineer,20.0,224999.5
27.0,Male,India,Bachelor’s degree,Software Engineer,2.0,12499.5
37.0,Male,Ukraine,Master’s degree,Software Engineer,0.0,3499.5
47.0,Male,Brazil,Doctoral degree,Other,10.0,34999.5
32.0,Male,Japan,Bachelor’s degree,Data Scientist,10.0,112499.5
27.0,Male,Germany,Master’s degree,Software Engineer,5.0,54999.5
19.5,Male,Russia,Master’s degree,Other,2.0,12499.5
47.0,Male,United States of America,Bachelor’s degree,Other,20.0,400000.0
27.0,Male,United States of America,Doctoral degree,Research Scientist,5.0,34999.5
57.0,Male,United States of America,Master’s degree,Business Analyst,20.0,274999.5
37.0,Female,United States of America,Doctoral degree,Research Scientist,5.0,64999.5
52.0,Male,Spain,Master’s degree,Product/Project Manager,2.0,54999.5
32.0,Female,Germany,Master’s degree,Data Analyst,5.0,64999.5
32.0,Male,United States of America,Master’s degree,Other,20.0,94999.5
37.0,Male,New Zealand,Doctoral degree,Data Scientist,10.0,64999.5
32.0,Male,Germany,Doctoral degree,Statistician,5.0,44999.5
23.0,Female,Indonesia,Bachelor’s degree,Data Scientist,5.0,4499.5
47.0,Male,United States of America,Doctoral degree,Research Scientist,2.0,112499.5
32.0,Female,New Zealand,Doctoral degree,Data Scientist,2.0,44999.5
32.0,Male,Canada,Bachelor’s degree,Software Engineer,5.0,17499.5
37.0,Male,Australia,Master’s degree,Data Analyst,5.0,94999.5
52.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,174999.5
27.0,Female,United States of America,Doctoral degree,Other,20.0,94999.5
32.0,Male,Turkey,Master’s degree,Product/Project Manager,2.0,3499.5
32.0,Male,Poland,Master’s degree,Data Scientist,10.0,84999.5
27.0,Male,Australia,Bachelor’s degree,Statistician,5.0,54999.5
32.0,Male,United States of America,Master’s degree,Data Scientist,5.0,137499.5
27.0,Male,United States of America,Master’s degree,Data Analyst,5.0,74999.5
42.0,Male,Italy,Bachelor’s degree,Other,10.0,1499.5
47.0,Female,Argentina,Doctoral degree,Research Scientist,20.0,17499.5
23.0,Male,Ukraine,Master’s degree,Software Engineer,2.0,34999.5
37.0,Male,France,Master’s degree,Software Engineer,20.0,112499.5
32.0,Male,Canada,Bachelor’s degree,Data Scientist,5.0,74999.5
23.0,Male,Russia,Some college/university study without earning a bachelor’s degree,Software Engineer,5.0,12499.5
27.0,Male,Argentina,Bachelor’s degree,Data Scientist,5.0,12499.5
27.0,Male,Czech Republic,No formal education past high school,Software Engineer,20.0,22499.5
23.0,Male,Mexico,Bachelor’s degree,Data Scientist,5.0,22499.5
37.0,Male,Canada,Master’s degree,Data Analyst,2.0,54999.5
37.0,Female,United States of America,Doctoral degree,Research Scientist,10.0,74999.5
64.5,Female,United States of America,Master’s degree,Software Engineer,20.0,17499.5
47.0,Male,United States of America,Master’s degree,Product/Project Manager,10.0,224999.5
52.0,Female,United States of America,Master’s degree,Data Scientist,10.0,137499.5
57.0,Male,Other,Master’s degree,Data Analyst,20.0,44999.5
42.0,Prefer not to say,United States of America,Doctoral degree,Other,10.0,224999.5
42.0,Male,Australia,Bachelor’s degree,Software Engineer,0.0,94999.5
32.0,Female,Australia,Master’s degree,Data Scientist,10.0,64999.5
37.0,Male,United States of America,Master’s degree,Data Scientist,10.0,174999.5
37.0,Male,New Zealand,Master’s degree,Data Scientist,5.0,22499.5
47.0,Male,Chile,Some college/university study without earning a bachelor’s degree,Data Engineer,2.0,27499.5
37.0,Male,Italy,Doctoral degree,Data Scientist,2.0,64999.5
37.0,Male,Japan,Master’s degree,Data Engineer,5.0,64999.5
32.0,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,2.0,64999.5
32.0,Female,Chile,Master’s degree,Data Analyst,5.0,1499.5
37.0,Male,South Korea,Doctoral degree,Software Engineer,20.0,22499.5
27.0,Male,Brazil,Bachelor’s degree,Software Engineer,2.0,17499.5
27.0,Male,Russia,I prefer not to answer,Data Scientist,5.0,27499.5
47.0,Male,Netherlands,Master’s degree,Data Analyst,5.0,44999.5
42.0,Male,United States of America,Master’s degree,Software Engineer,20.0,137499.5
23.0,Male,Spain,Master’s degree,Data Scientist,2.0,34999.5
32.0,Male,Germany,Doctoral degree,Data Scientist,20.0,174999.5
27.0,Male,United States of America,Master’s degree,Data Analyst,5.0,64999.5
27.0,Male,Belgium,Master’s degree,Data Scientist,2.0,34999.5
42.0,Male,Australia,Bachelor’s degree,Product/Project Manager,2.0,112499.5
32.0,Male,Norway,I prefer not to answer,Data Scientist,20.0,137499.5
32.0,Male,Mexico,Doctoral degree,Research Scientist,10.0,34999.5
42.0,Male,Germany,Doctoral degree,Data Scientist,20.0,94999.5
42.0,Female,Germany,Master’s degree,Research Scientist,5.0,17499.5
23.0,Male,Tunisia,Master’s degree,Data Scientist,2.0,34999.5
37.0,Male,Japan,Doctoral degree,Research Scientist,2.0,94999.5
27.0,Male,Belarus,No formal education past high school,Software Engineer,10.0,3499.5
42.0,Male,Spain,Bachelor’s degree,Product/Project Manager,2.0,74999.5
37.0,Male,Germany,Doctoral degree,Data Scientist,10.0,137499.5
37.0,Male,United States of America,Master’s degree,Data Analyst,5.0,54999.5
47.0,Male,United States of America,Master’s degree,Data Scientist,20.0,174999.5
42.0,Male,United States of America,Some college/university study without earning a bachelor’s degree,Other,5.0,174999.5
42.0,Male,South Africa,Professional degree,Data Scientist,10.0,174999.5
32.0,Male,Turkey,Master’s degree,Data Scientist,10.0,22499.5
52.0,Male,United States of America,Doctoral degree,Software Engineer,5.0,137499.5
37.0,Female,Other,Master’s degree,Research Scientist,5.0,2499.5
32.0,Prefer not to say,United States of America,Doctoral degree,Other,10.0,64999.5
64.5,Male,United States of America,Doctoral degree,Other,20.0,112499.5
37.0,Male,Romania,Bachelor’s degree,Software Engineer,2.0,44999.5
57.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,74999.5
37.0,Female,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,20.0,54999.5
42.0,Male,Germany,Master’s degree,Software Engineer,20.0,174999.5
32.0,Male,Australia,Bachelor’s degree,Data Scientist,2.0,27499.5
37.0,Male,Portugal,Master’s degree,Data Scientist,20.0,44999.5
27.0,Male,Hungary,Master’s degree,Data Scientist,10.0,34999.5
57.0,Male,United States of America,Master’s degree,Data Scientist,20.0,224999.5
37.0,Male,United States of America,Master’s degree,Data Scientist,5.0,112499.5
27.0,Male,Germany,Master’s degree,Software Engineer,10.0,2499.5
23.0,Male,India,Bachelor’s degree,Data Analyst,5.0,1499.5
37.0,Male,Australia,Doctoral degree,Data Scientist,20.0,174999.5
32.0,Male,Argentina,Master’s degree,Data Analyst,2.0,3499.5
27.0,Female,United States of America,Master’s degree,Data Scientist,5.0,84999.5
52.0,Male,United States of America,Master’s degree,Software Engineer,0.0,112499.5
37.0,Male,Australia,Bachelor’s degree,Product/Project Manager,10.0,112499.5
32.0,Male,Other,Master’s degree,Software Engineer,10.0,64999.5
37.0,Male,Portugal,Some college/university study without earning a bachelor’s degree,Product/Project Manager,5.0,112499.5
47.0,Male,Morocco,Master’s degree,Data Scientist,2.0,1499.5
52.0,Male,India,Bachelor’s degree,Research Scientist,2.0,44999.5
42.0,Male,Australia,Master’s degree,Software Engineer,20.0,137499.5
42.0,Male,Australia,Master’s degree,Data Scientist,5.0,84999.5
42.0,Male,Germany,Doctoral degree,Research Scientist,20.0,64999.5
37.0,Male,Turkey,Doctoral degree,Research Scientist,10.0,34999.5
52.0,Male,United States of America,Bachelor’s degree,Data Engineer,20.0,112499.5
27.0,Male,United States of America,Master’s degree,Data Scientist,5.0,137499.5
27.0,Male,United States of America,Master’s degree,Data Scientist,5.0,137499.5
47.0,Male,United States of America,Master’s degree,Product/Project Manager,10.0,112499.5
27.0,Male,Australia,Bachelor’s degree,Other,2.0,54999.5
27.0,Male,India,Master’s degree,Business Analyst,2.0,34999.5
27.0,Male,India,Bachelor’s degree,Other,0.0,12499.5
42.0,Male,United States of America,Master’s degree,Other,20.0,224999.5
27.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,2.0,44999.5
37.0,Male,United States of America,Professional degree,Other,5.0,174999.5
64.5,Male,Netherlands,Master’s degree,Other,20.0,137499.5
52.0,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,20.0,94999.5
32.0,Male,United States of America,Doctoral degree,Business Analyst,2.0,137499.5
27.0,Male,United States of America,Master’s degree,Data Analyst,10.0,74999.5
47.0,Male,Norway,Bachelor’s degree,Software Engineer,5.0,8749.5
37.0,Male,Italy,Master’s degree,Product/Project Manager,5.0,54999.5
32.0,Female,Canada,Bachelor’s degree,Software Engineer,5.0,54999.5
42.0,Male,Peru,Master’s degree,Data Engineer,5.0,44999.5
47.0,Male,Australia,Some college/university study without earning a bachelor’s degree,Data Scientist,20.0,174999.5
23.0,Female,Tunisia,Master’s degree,Data Engineer,5.0,1499.5
42.0,Prefer not to say,Portugal,Some college/university study without earning a bachelor’s degree,Data Engineer,2.0,54999.5
37.0,Male,Australia,Doctoral degree,Data Scientist,20.0,94999.5
37.0,Male,Germany,Master’s degree,Data Scientist,20.0,54999.5
32.0,Male,Other,Bachelor’s degree,Data Analyst,0.0,22499.5
37.0,Male,Canada,Doctoral degree,Other,10.0,174999.5
37.0,Male,United States of America,Master’s degree,Data Analyst,10.0,174999.5
23.0,Male,Indonesia,Bachelor’s degree,Software Engineer,5.0,3499.5
19.5,Male,Nigeria,Bachelor’s degree,Data Scientist,2.0,1499.5
27.0,Female,United States of America,Master’s degree,Data Scientist,5.0,137499.5
32.0,Prefer to self-describe,United States of America,Bachelor’s degree,Data Scientist,5.0,174999.5
47.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,137499.5
32.0,Male,United States of America,Master’s degree,Software Engineer,10.0,54999.5
37.0,Male,Brazil,Professional degree,Product/Project Manager,20.0,74999.5
42.0,Male,India,Doctoral degree,Data Scientist,10.0,54999.5
23.0,Male,Italy,Master’s degree,Data Scientist,5.0,27499.5
32.0,Female,India,Master’s degree,Data Analyst,5.0,12499.5
27.0,Prefer not to say,Spain,Bachelor’s degree,Software Engineer,5.0,27499.5
42.0,Male,Morocco,Master’s degree,Research Scientist,2.0,34999.5
32.0,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,10.0,44999.5
32.0,Male,Australia,Bachelor’s degree,Product/Project Manager,5.0,94999.5
23.0,Male,Mexico,Some college/university study without earning a bachelor’s degree,Data Scientist,10.0,6249.5
37.0,Female,United States of America,Master’s degree,Data Analyst,0.0,27499.5
42.0,Male,United States of America,Doctoral degree,Other,20.0,112499.5
47.0,Male,United States of America,Master’s degree,Software Engineer,20.0,174999.5
57.0,Male,Italy,Some college/university study without earning a bachelor’s degree,Software Engineer,5.0,54999.5
42.0,Male,Other,Doctoral degree,Research Scientist,2.0,34999.5
42.0,Male,Canada,Doctoral degree,Other,5.0,74999.5
42.0,Male,United States of America,Doctoral degree,Data Analyst,5.0,54999.5
47.0,Male,Spain,Master’s degree,Software Engineer,20.0,2499.5
32.0,Male,United States of America,Doctoral degree,Research Scientist,10.0,64999.5
42.0,Male,Germany,Master’s degree,Data Scientist,20.0,112499.5
37.0,Male,Norway,Doctoral degree,Software Engineer,20.0,44999.5
32.0,Female,United States of America,Master’s degree,Data Analyst,2.0,74999.5
27.0,Male,Austria,Master’s degree,Software Engineer,5.0,44999.5
27.0,Female,United States of America,Master’s degree,Data Scientist,10.0,112499.5
27.0,Male,Egypt,Bachelor’s degree,Data Scientist,2.0,4499.5
32.0,Female,France,Master’s degree,Data Scientist,10.0,44999.5
57.0,Male,United States of America,Doctoral degree,Other,20.0,64999.5
27.0,Male,India,Master’s degree,Statistician,5.0,6249.5
37.0,Male,Colombia,Master’s degree,Data Scientist,5.0,44999.5
23.0,Male,United States of America,Bachelor’s degree,Other,5.0,44999.5
27.0,Male,India,Master’s degree,Other,2.0,1499.5
27.0,Male,India,Bachelor’s degree,Other,0.0,4499.5
47.0,Male,United States of America,Bachelor’s degree,Data Scientist,5.0,174999.5
32.0,Male,Canada,No formal education past high school,Other,2.0,54999.5
37.0,Male,United States of America,Bachelor’s degree,Other,20.0,224999.5
42.0,Male,Belgium,Master’s degree,Research Scientist,10.0,54999.5
37.0,Male,Other,Master’s degree,Software Engineer,2.0,1499.5
32.0,Male,Mexico,Master’s degree,Software Engineer,2.0,54999.5
37.0,Male,Canada,Doctoral degree,Data Analyst,2.0,44999.5
42.0,Female,Canada,Bachelor’s degree,Data Analyst,0.0,84999.5
32.0,Male,Canada,Master’s degree,Software Engineer,10.0,94999.5
32.0,Male,Morocco,Master’s degree,Data Analyst,2.0,12499.5
37.0,Male,Canada,Bachelor’s degree,Other,5.0,64999.5
37.0,Male,Other,Master’s degree,Product/Project Manager,10.0,64999.5
32.0,Male,Norway,Master’s degree,Data Scientist,20.0,137499.5
27.0,Female,Turkey,Master’s degree,Data Analyst,10.0,6249.5
27.0,Male,Japan,Master’s degree,Other,2.0,4499.5
57.0,Male,Other,Master’s degree,Business Analyst,10.0,27499.5
27.0,Male,Brazil,Master’s degree,Data Scientist,10.0,44999.5
32.0,Male,Sweden,Doctoral degree,Data Scientist,10.0,74999.5
27.0,Male,United States of America,Bachelor’s degree,Data Analyst,5.0,34999.5
27.0,Male,United States of America,Bachelor’s degree,Business Analyst,0.0,137499.5
27.0,Male,United States of America,Bachelor’s degree,Software Engineer,5.0,94999.5
32.0,Male,Turkey,Doctoral degree,Software Engineer,10.0,12499.5
32.0,Male,United States of America,Bachelor’s degree,Data Analyst,5.0,64999.5
32.0,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,10.0,64999.5
37.0,Male,United States of America,Bachelor’s degree,Data Engineer,10.0,112499.5
52.0,Female,Brazil,Master’s degree,Product/Project Manager,0.0,2499.5
42.0,Male,Portugal,Master’s degree,Data Analyst,10.0,27499.5
64.5,Male,Brazil,Master’s degree,Data Scientist,0.0,74999.5
37.0,Male,Other,Doctoral degree,Data Scientist,10.0,64999.5
64.5,Male,United States of America,Bachelor’s degree,Business Analyst,20.0,112499.5
47.0,Male,United States of America,Doctoral degree,Data Analyst,20.0,74999.5
37.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,274999.5
32.0,Male,Australia,Master’s degree,Business Analyst,0.0,74999.5
27.0,Male,Sweden,Master’s degree,Other,10.0,64999.5
32.0,Male,United States of America,Master’s degree,Other,5.0,94999.5
42.0,Male,France,Master’s degree,Product/Project Manager,20.0,112499.5
32.0,Male,United States of America,Doctoral degree,Data Scientist,10.0,112499.5
57.0,Male,Australia,Master’s degree,Software Engineer,20.0,137499.5
52.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,174999.5
23.0,Male,United States of America,Bachelor’s degree,Data Analyst,5.0,64999.5
64.5,Male,Netherlands,Bachelor’s degree,Other,5.0,1499.5
37.0,Male,Other,Master’s degree,Data Scientist,10.0,8749.5
64.5,Male,Other,Master’s degree,Other,10.0,54999.5
23.0,Male,United States of America,Professional degree,Data Scientist,2.0,137499.5
37.0,Female,United States of America,Doctoral degree,Data Scientist,20.0,400000.0
32.0,Male,Spain,Master’s degree,Data Scientist,2.0,44999.5
42.0,Male,Taiwan,Doctoral degree,Data Engineer,2.0,44999.5
27.0,Male,Russia,I prefer not to answer,Data Analyst,5.0,94999.5
27.0,Female,United States of America,Bachelor’s degree,Data Scientist,10.0,94999.5
27.0,Male,United States of America,Doctoral degree,Research Scientist,10.0,224999.5
57.0,Male,United States of America,Master’s degree,Data Scientist,20.0,400000.0
52.0,Male,United States of America,Bachelor’s degree,Other,20.0,274999.5
27.0,Female,Spain,Master’s degree,Data Scientist,5.0,44999.5
37.0,Male,Switzerland,Doctoral degree,Data Scientist,20.0,112499.5
27.0,Male,United States of America,Bachelor’s degree,Data Scientist,5.0,84999.5
